index,deg
1092,407
1093,874
1094,875
1095,1900
1096,960
1097,918
1098,963
1099,964
1100,1051
1101,974
1102,1157
1103,1310
1105,5
1106,96
1107,433
1110,69
1111,165
1113,165
1117,160
1119,1137
1120,210
1121,317
1123,499
1124,1886
1125,166
1130,1893
1131,1942
1133,384
1136,106
1137,486
1138,1941
1139,98
1141,271
1142,439
1143,81
1145,334
1149,1907
1150,1907
1152,1932
1153,297
1154,472
1156,493
1159,330
1160,468
1161,1879
1162,101
1164,110
1165,103
1167,258
1168,1903
1169,502
1172,124
1173,290
1174,98
1175,1853
1176,43
1177,46
1178,2114
1179,462
1182,38
1183,2805
1185,239
1188,2021
1189,76
1190,44
1195,63
1196,229
1197,34
1198,419
1200,1340
1202,2537
1206,74
1211,2437
1213,170
1215,2084
1218,65
1221,62
1227,473
1229,49
1233,719
1239,105
1240,41
1251,12
1253,181
1259,306
1261,143
1271,189
1273,2027
1276,2372
1282,89
1284,109
1285,389
1294,820
1296,116
1300,426
1301,20
1306,115
1307,1577
1308,107
1309,123
1310,220
1311,1222
1313,122
1316,1163
1317,916
1319,553
1320,117
1321,131
1324,2064
1325,103
1326,104
1328,257
1329,125
1332,102
1335,125
1336,84
1337,203
1340,226
1341,162
1343,446
1344,147
1345,149
1346,133
1347,711
1348,667
1349,418
1350,603
1351,460
1352,158
1353,461
1354,896
1355,1956
1356,321
1357,808
1358,94
1360,265
1361,604
1362,218
1363,67
1364,240
1365,76
1366,204
1367,433
1368,234
1370,2328
1371,272
1372,335
1373,369
1374,438
1375,329
1376,395
1377,66
1378,938
1379,823
1380,38
1382,423
1385,431
1387,429
1388,541
1389,372
1390,37
1391,37
1392,300
1394,83
1396,284
1397,1431
1398,86
1401,447
1402,383
1403,2260
1404,755
1407,2166
1408,1969
1409,95
1411,99
1415,458
1416,72
1417,112
1418,2137
1419,177
1424,1180
1425,350
1426,440
1427,416
1428,155
1429,545
1431,260
1432,177
1435,275
1437,658
1438,272
1439,235
1440,206
1441,74
1442,283
1443,143
1444,216
1445,223
1446,218
1447,269
1448,187
1449,61
1450,1061
1453,1114
1460,156
1461,121
1463,231
1465,610
1467,95
1468,156
1469,888
1470,416
1471,1567
1472,948
1475,710
1476,29
1477,229
1478,377
1481,618
1483,178
1484,633
1485,349
1487,341
1488,280
1489,176
1494,93
1495,10
1500,160
1503,600
1505,871
1506,455
1509,342
1511,919
1512,674
1513,118
1515,311
1516,372
1517,295
1518,339
1522,369
1525,1497
1526,446
1527,200
1528,408
1530,463
1531,58
1532,562
1533,452
1534,544
1535,318
1536,143
1537,111
1539,208
1542,209
1547,310
1548,144
1551,232
1554,195
1555,147
1556,173
1557,198
1558,248
1559,144
1560,149
1561,137
1563,232
1564,186
1565,256
1566,258
1567,98
1568,94
1570,669
1571,484
1576,1307
1577,138
1578,468
1580,201
1581,1740
1582,205
1585,108
1586,555
1587,635
1588,358
1589,563
1590,564
1596,507
1597,256
1598,866
1600,174
1603,138
1611,18
1614,36
1615,130
1616,480
1617,117
1619,124
1620,68
1623,181
1627,1713
1628,82
1631,180
1634,1041
1641,137
1646,42
1651,151
1654,1728
1655,109
1658,197
1660,591
1664,246
1666,565
1668,458
1669,462
1673,349
1676,135
1677,140
1678,237
1679,210
1682,1684
1686,211
1687,728
1688,166
1690,45
1693,159
1695,97
1697,228
1699,574
1700,526
1708,566
1709,671
1710,785
1711,502
1712,508
1716,341
1718,612
1719,529
1720,554
1722,508
1724,300
1725,364
1727,585
1728,598
1729,621
1730,161
1731,405
1732,390
1734,347
1735,428
1736,449
1740,182
1741,196
1742,1763
1743,555
1745,171
1746,555
1748,452
1750,1775
1751,630
1754,623
1756,176
1757,235
1758,204
1760,641
1762,398
1763,123
1764,1096
1765,1018
1767,70
1768,121
1770,1000
1773,955
1775,8
1776,634
1777,664
1779,657
1780,1164
1781,154
1782,521
1783,691
1784,2482
1786,308
1788,353
1789,452
1790,734
1791,749
1792,348
1793,95
1794,352
1795,160
1796,588
1797,623
1798,605
1799,604
1801,633
1802,612
1804,307
1805,3
1806,655
1807,151
1808,3
1810,184
1811,414
1813,132
1814,633
1816,699
1818,745
1820,752
1821,886
1824,5
1825,842
1826,379
1827,169
1828,1785
1830,176
1831,178
1833,173
1834,171
1835,168
1836,184
1837,173
1839,162
1841,159
1842,157
1844,160
1845,193
1847,186
1848,280
1849,193
1850,191
1851,450
1852,198
1853,203
1854,194
1855,1774
1856,421
1858,399
1859,216
1860,617
1861,131
1863,20
1865,609
1866,1282
1870,524
1872,138
1873,458
1874,498
1875,488
1876,209
1877,791
1878,1877
1879,1815
1880,430
1882,56
1883,74
1884,145
1885,145
1886,145
1887,145
1888,460
1889,147
1890,152
1891,155
1892,365
1893,357
1895,355
1896,360
1897,330
1899,338
1900,531
1901,390
1902,314
1903,337
1904,338
1905,162
1906,336
1907,298
1908,306
1909,547
1910,364
1912,373
1914,374
1915,386
1916,380
1917,392
1918,362
1919,378
1920,180
1921,437
1922,396
1925,270
1926,212
1928,221
1930,221
1931,448
1932,216
1934,226
1936,1714
1938,245
1940,247
1942,237
1943,258
1944,399
1945,288
1946,225
1947,259
1949,272
1953,268
1954,271
1955,299
1956,293
1958,161
1959,141
1961,147
1962,145
1964,143
1966,134
1967,133
1968,129
1971,61
1972,44
1973,1668
1974,129
1976,369
1978,129
1979,129
1980,129
1983,87
1985,2012
1986,393
1987,1425
1988,442
1990,520
1991,324
1993,84
1995,398
1997,559
1998,960
1999,578
2000,448
2003,889
2004,410
2005,1843
2007,416
2008,82
2009,317
2011,418
2012,232
2015,228
2017,184
2020,165
2023,200
2024,1420
2025,144
2027,523
2028,392
2030,742
2031,299
2035,999
2037,536
2039,443
2044,496
2045,107
2049,879
2051,422
2052,711
2053,684
2055,1652
2056,1549
2057,41
2058,170
2059,370
2060,389
2063,554
2073,46
2074,404
2075,470
2076,362
2077,548
2081,478
2082,291
2084,645
2085,431
2086,366
2090,752
2094,394
2095,374
2097,695
2098,1449
2100,848
2102,542
2103,223
2104,336
2105,351
2106,512
2108,895
2109,525
2110,234
2111,830
2113,19
2115,297
2117,347
2118,297
2119,521
2121,192
2124,1524
2125,544
2126,197
2127,809
2134,206
2135,456
2139,883
2140,876
2143,786
2144,311
2145,295
2146,366
2148,737
2149,368
2150,379
2152,397
2153,313
2155,371
2159,33
2163,1146
2164,388
2168,180
2169,173
2170,167
2171,887
2173,28
2177,97
2178,86
2181,308
2182,331
2183,876
2184,836
2187,370
2188,838
2189,351
2191,876
2192,358
2193,259
2194,248
2196,501
2197,807
2198,465
2199,265
2201,499
2202,719
2204,298
2205,325
2208,407
2210,692
2211,96
2212,467
2213,644
2214,469
2215,80
2216,71
2217,607
2218,81
2219,581
2220,77
2221,782
2222,516
2223,521
2224,78
2225,85
2226,77
2227,64
2228,83
2229,81
2230,124
2231,577
2232,495
2233,95
2234,108
2235,116
2236,541
2237,420
2239,484
2240,538
2241,329
2242,602
2243,66
2244,736
2246,775
2248,353
2254,679
2256,64
2257,64
2258,64
2260,870
2262,786
2263,61
2264,471
2265,61
2266,473
2267,452
2268,75
2270,465
2271,64
2272,314
2273,497
2274,557
2275,595
2276,947
2277,606
2278,510
2279,470
2287,578
2292,162
2293,384
2294,687
2295,468
2296,813
2297,841
2298,914
2299,290
2300,190
2301,329
2302,335
2304,299
2305,307
2306,291
2307,426
2308,126
2309,122
2310,684
2311,138
2312,121
2313,133
2314,147
2315,420
2316,480
2317,429
2318,433
2319,979
2320,416
2321,408
2323,702
2324,456
2325,373
2326,364
2327,402
2329,330
2331,163
2332,377
2334,781
2337,365
2338,238
2343,23
2345,37
2347,86
2348,22
2349,350
2351,706
2354,102
2356,243
2358,88
2359,212
2361,141
2362,561
2363,210
2364,114
2365,405
2369,37
2371,585
2373,595
2377,702
2380,1515
2382,164
2383,361
2385,372
2386,109
2387,580
2388,180
2389,612
2390,5
2392,656
2393,180
2397,21
2398,21
2400,226
2402,251
2403,1030
2404,330
2405,973
2406,890
2409,213
2410,240
2413,889
2416,864
2417,1074
2427,604
2428,777
2429,607
2430,756
2431,706
2432,1854
2435,145
2436,127
2441,1068
2447,770
2448,60
2449,203
2454,253
2456,111
2463,131
2464,756
2465,632
2466,650
2467,154
2468,150
2469,147
2470,147
2471,145
2472,145
2473,145
2474,38
2475,717
2477,93
2478,805
2479,155
2480,649
2482,862
2484,1742
2487,49
2488,49
2490,49
2492,49
2493,49
2494,49
2496,202
2497,485
2498,582
2499,583
2500,273
2501,258
2502,250
2503,256
2504,229
2505,245
2507,214
2508,223
2509,212
2510,212
2511,213
2513,194
2514,205
2515,211
2516,195
2517,779
2518,203
2519,184
2520,640
2521,180
2522,172
2523,170
2524,555
2525,164
2526,164
2527,585
2531,96
2533,115
2534,70
2536,69
2537,81
2538,365
2540,72
2542,80
2543,437
2549,523
2552,108
2553,484
2556,91
2561,49
2563,49
2565,49
2571,49
2573,764
2575,50
2576,505
2577,51
2582,64
2583,67
2591,768
2592,690
2593,788
2596,174
2603,240
2607,192
2608,276
2609,288
2610,806
2612,655
2613,666
2615,606
2619,641
2620,89
2623,151
2624,298
2625,115
2626,722
2633,130
2634,744
2638,735
2643,97
2644,753
2645,653
2650,8
2654,647
2655,99
2656,429
2657,404
2658,116
2659,388
2660,411
2661,367
2663,384
2665,388
2666,705
2667,354
2668,343
2671,437
2674,465
2675,431
2676,399
2677,329
2678,308
2679,305
2680,305
2681,99
2682,301
2683,271
2684,229
2685,274
2687,818
2689,543
2690,576
2691,629
2692,335
2693,585
2694,327
2695,291
2696,170
2698,336
2700,627
2701,558
2702,605
2703,2028
2705,166
2707,168
2708,509
2709,510
2710,569
2711,468
2712,485
2713,446
2714,477
2715,436
2716,466
2717,429
2718,21
2722,170
2723,180
2724,193
2725,518
2729,187
2734,534
2735,120
2740,45
2742,130
2745,172
2746,184
2749,20
2755,154
2758,268
2759,66
2760,65
2761,177
2772,57
2776,91
2777,127
2780,784
2782,533
2783,961
2784,786
2786,904
2787,810
2788,812
2790,280
2791,825
2792,508
2794,673
2796,11
2797,815
2798,1104
2800,679
2802,133
2809,13
2811,282
2812,798
2813,303
2815,184
2820,212
2822,711
2823,199
2825,769
2826,191
2828,42
2829,204
2831,192
2833,250
2834,231
2835,37
2836,245
2837,176
2838,257
2839,243
2842,270
2844,1303
2848,1158
2851,1043
2852,953
2858,973
2862,845
2863,868
2864,779
2866,843
2867,729
2868,767
2870,711
2871,668
2873,710
2875,668
2877,1469
2878,1751
2879,1690
2881,400
2883,1573
2886,81
2888,1536
2890,25
2892,90
2893,869
2897,98
2901,69
2903,69
2905,91
2906,1096
2911,985
2912,690
2915,686
2920,87
2922,101
2923,1347
2927,102
2929,83
2930,1263
2932,115
2933,113
2937,1212
2944,475
2945,468
2946,418
2947,72
2948,1128
2949,404
2952,273
2954,9
2956,228
2957,249
2959,204
2962,947
2965,758
2966,684
2967,77
2968,62
2969,27
2971,468
2973,499
2974,487
2975,289
2976,1213
2977,126
2978,811
2979,1106
2982,1161
2983,576
2984,1046
2987,329
2988,874
2989,616
2990,1151
2993,728
2994,592
2995,231
2996,323
2997,431
2998,715
2999,614
3000,586
3001,3
3002,227
3004,1159
3005,1219
3006,708
3007,746
3009,638
3010,348
3011,720
3012,635
3013,160
3016,1172
3017,234
3019,345
3021,235
3026,570
3027,538
3028,539
3029,231
3030,315
3032,567
3034,581
3036,276
3037,452
3038,459
3039,391
3040,421
3041,424
3042,428
3044,85
3048,87
3052,47
3056,295
3063,56
3064,1169
3067,544
3068,347
3069,197
3070,310
3072,171
3074,966
3075,949
3076,256
3077,776
3078,615
3079,672
3081,556
3083,1188
3085,554
3086,534
3087,573
3088,475
3089,536
3090,522
3091,469
3092,424
3093,390
3096,91
3097,419
3103,256
3104,1115
3107,146
3108,3
3112,376
3113,3774
3114,321
3115,660
3116,123
3118,2561
3119,144
3120,685
3122,238
3123,733
3126,182
3128,155
3129,1862
3130,815
3132,212
3133,98
3136,108
3138,599
3144,589
3145,733
3147,222
3148,201
3149,341
3150,1020
3152,839
3153,760
3155,966
3157,1041
3158,1720
3159,219
3160,362
3161,360
3162,624
3163,322
3164,651
3166,689
3169,160
3170,83
3171,73
3174,1049
3181,72
3182,257
3186,56
3189,1198
3190,747
3194,170
3197,1104
3198,1536
3199,141
3200,1503
3202,642
3204,1124
3205,175
3207,1109
3210,45
3211,1182
3215,115
3216,343
3217,1040
3219,164
3222,348
3225,1874
3226,40
3227,1223
3229,649
3233,1093
3238,527
3239,60
3241,39
3243,569
3244,1159
3245,264
3246,39
3247,909
3248,186
3249,829
3250,2278
3251,804
3252,1251
3254,533
3255,155
3256,530
3257,25
3258,64
3259,64
3260,64
3261,64
3262,64
3263,64
3264,64
3265,64
3268,64
3270,40
3273,87
3275,23
3277,20
3280,2257
3283,1931
3286,1494
3287,1241
3288,1296
3291,225
3292,197
3294,134
3295,630
3298,1220
3299,195
3300,194
3301,74
3307,469
3309,1533
3310,139
3315,438
3317,1090
3318,586
3319,906
3320,500
3323,970
3324,751
3327,312
3329,330
3332,511
3334,103
3335,424
3336,233
3337,64
3340,262
3341,316
3342,279
3343,450
3344,646
3347,239
3350,294
3351,187
3352,150
3353,201
3354,194
3356,1266
3357,466
3358,170
3359,141
3360,425
3361,296
3362,164
3366,160
3367,165
3368,203
3369,563
3370,545
3371,148
3373,115
3374,109
3375,595
3378,352
3383,93
3384,424
3388,363
3389,318
3393,20
3401,386
3403,395
3404,377
3411,278
3412,245
3413,489
3414,258
3417,250
3420,1491
3422,143
3424,2
3428,310
3431,68
3434,316
3435,409
3436,261
3438,933
3439,310
3441,125
3443,1084
3445,1233
3446,65
3447,70
3450,464
3451,102
3453,604
3454,513
3459,87
3461,76
3462,79
3464,274
3467,485
3468,721
3470,131
3472,111
3473,561
3476,70
3477,70
3478,126
3479,924
3484,282
3485,152
3486,472
3487,401
3488,245
3489,368
3490,875
3491,325
3492,145
3495,351
3496,1347
3500,429
3503,128
3505,1402
3507,102
3508,111
3509,135
3510,710
3512,654
3513,618
3514,683
3515,611
3516,730
3517,639
3518,603
3519,663
3520,624
3522,257
3523,738
3524,762
3525,741
3527,692
3528,185
3529,198
3531,674
3532,666
3534,744
3536,873
3537,170
3538,198
3539,950
3540,212
3541,466
3544,78
3546,48
3547,1596
3548,121
3549,632
3553,302
3554,9
3558,312
3577,829
3578,122
3579,1424
3582,52
3586,923
3589,916
3590,642
3592,1065
3594,1135
3598,1141
3599,1338
3602,934
3603,947
3604,901
3605,230
3606,1776
3607,1638
3609,698
3610,308
3611,159
3612,274
3613,142
3614,150
3615,268
3616,191
3617,184
3618,172
3619,201
3620,176
3622,247
3623,274
3624,247
3625,261
3626,293
3627,255
3628,266
3629,735
3630,722
3631,541
3632,581
3633,534
3635,260
3636,367
3645,154
3646,183
3649,1485
3651,439
3653,452
3654,573
3655,1218
3656,523
3657,44
3658,2512
3659,895
3661,2361
3664,553
3665,289
3668,480
3669,386
3670,313
3671,461
3672,208
3673,229
3674,453
3675,445
3676,469
3677,481
3679,440
3680,515
3681,446
3682,500
3683,577
3684,373
3685,522
3686,499
3687,513
3688,549
3689,575
3691,562
3692,338
3694,328
3695,286
3696,586
3697,644
3698,536
3699,560
3700,345
3701,275
3702,312
3703,249
3704,313
3705,297
3706,332
3707,292
3708,358
3709,296
3710,329
3711,323
3712,1556
3713,310
3714,348
3715,833
3717,366
3718,380
3719,805
3720,357
3721,357
3722,364
3723,348
3724,255
3725,379
3726,388
3727,680
3728,257
3729,374
3731,215
3732,99
3733,308
3734,314
3735,81
3736,323
3737,327
3739,671
3741,46
3742,669
3744,253
3745,234
3747,804
3748,26
3750,678
3754,26
3755,666
3758,712
3759,227
3760,498
3761,181
3762,1135
3763,69
3764,1035
3765,1439
3766,248
3767,52
3771,595
3773,496
3774,417
3775,474
3777,346
3778,270
3780,431
3781,629
3782,247
3784,464
3785,970
3786,332
3789,401
3790,785
3796,214
3797,574
3802,650
3803,163
3807,690
3808,168
3810,165
3811,184
3812,420
3814,151
3821,141
3823,79
3826,117
3830,649
3834,505
3836,154
3838,400
3839,221
3840,391
3844,92
3845,155
3846,650
3847,432
3848,390
3849,232
3850,351
3853,248
3855,1059
3856,680
3858,2337
3859,533
3869,656
3873,961
3876,1631
3877,1058
3878,720
3879,438
3882,934
3883,982
3885,846
3887,930
3890,1040
3891,230
3892,187
3894,191
3896,301
3898,181
3899,3
3905,242
3906,287
3907,224
3908,613
3910,364
3911,368
3912,14
3914,366
3916,420
3917,438
3919,551
3921,488
3922,1017
3925,713
3926,1152
3927,292
3928,1245
3929,1015
3930,590
3931,1034
3932,1161
3933,1055
3935,968
3936,1065
3939,1062
3941,185
3950,118
3952,262
3955,669
3957,1057
3958,199
3960,949
3961,187
3962,690
3967,699
3968,1051
3969,554
3979,1074
3980,319
3981,547
3985,85
3986,286
3987,539
3990,270
3992,77
3994,146
3995,80
3996,120
4000,60
4001,193
4002,896
4008,416
4010,597
4012,872
4019,72
4020,72
4021,72
4023,57
4024,74
4025,81
4026,392
4027,1148
4031,42
4037,55
4038,59
4039,37
4040,37
4042,37
4043,38
4044,352
4045,60
4046,1416
4047,237
4048,186
4053,79
4054,27
4059,1543
4060,352
4063,953
4067,520
4068,415
4099,688
4113,233
4114,214
4120,227
4128,263
4130,506
4132,285
4140,116
4143,546
4146,66
4150,203
4152,536
4157,181
4158,174
4159,158
4160,200
4161,361
4162,173
4163,229
4164,205
4165,244
4166,267
4167,141
4169,232
4170,249
4171,265
4172,273
4173,309
4174,274
4175,302
4176,312
4178,127
4179,110
4184,2
4187,95
4188,85
4190,112
4191,116
4192,123
4194,121
4195,125
4196,162
4198,222
4199,786
4200,558
4201,697
4202,632
4203,657
4204,626
4206,689
4208,719
4209,788
4210,571
4211,820
4213,1109
4214,1216
4215,1140
4217,123
4218,1236
4219,1320
4220,1396
4221,453
4222,360
4223,326
4224,300
4226,349
4227,371
4228,393
4229,404
4230,439
4231,448
4235,483
4237,508
4238,528
4239,570
4241,564
4243,553
4244,576
4245,547
4250,751
4253,450
4265,153
4267,76
4271,68
4272,23
4273,77
4276,495
4277,513
4278,223
4281,199
4285,93
4286,608
4290,87
4291,94
4293,375
4295,92
4297,99
4298,98
4299,108
4300,98
4301,315
4303,106
4305,102
4309,83
4310,570
4314,584
4320,1246
4321,770
4322,598
4323,503
4324,424
4325,3
4327,160
4328,258
4329,276
4330,292
4331,308
4334,204
4335,321
4336,293
4338,288
4339,349
4340,67
4341,47
4343,347
4344,350
4345,445
4346,458
4347,448
4348,457
4349,25
4353,20
4354,2111
4357,348
4358,220
4360,963
4362,9
4364,157
4368,728
4369,186
4371,397
4372,31
4373,227
4374,392
4375,412
4376,417
4378,99
4379,446
4381,832
4385,514
4386,197
4388,393
4391,243
4392,246
4393,1690
4394,1831
4396,94
4398,127
4400,207
4406,320
4410,330
4417,604
4420,502
4428,534
4429,391
4430,528
4431,434
4432,395
4433,369
4434,359
4444,810
4445,621
4446,348
4447,485
4451,639
4456,282
4468,198
4472,101
4478,306
4487,338
4488,301
4489,224
4490,316
4491,277
4495,247
4496,234
4509,1048
4535,995
4544,976
4580,1009
4588,160
4598,1186
4600,1169
4603,482
4608,186
4613,107
4614,115
4617,464
4626,88
4651,192
4655,414
4660,1403
4662,1527
4663,1179
4670,324
4675,172
4680,24
4681,388
4683,96
4685,105
4691,142
4693,203
4694,172
4695,166
4699,177
4700,167
4701,134
4703,335
4704,141
4708,101
4714,205
4717,395
4719,516
4720,176
4721,381
4722,291
4723,453
4725,589
4727,147
4728,286
4729,519
4730,128
4735,2522
4736,316
4737,56
4740,54
4741,333
4742,335
4743,172
4748,292
4749,179
4751,187
4754,217
4755,150
4756,333
4757,450
4758,169
4759,169
4760,622
4761,692
4762,440
4763,375
4764,584
4765,357
4766,586
4767,169
4768,328
4769,333
4770,290
4772,291
4774,541
4775,524
4776,505
4779,201
4789,475
4791,1168
4793,773
4794,710
4795,687
4796,713
4797,505
4798,465
4799,172
4800,169
4801,169
4802,279
4804,169
4807,170
4808,171
4809,172
4810,473
4814,259
4815,226
4817,214
4821,169
4823,169
4825,418
4826,169
4827,169
4828,169
4829,448
4830,169
4834,169
4835,169
4836,169
4837,169
4838,169
4839,169
4840,501
4841,169
4842,761
4845,17
4847,677
4848,954
4849,746
4850,927
4851,181
4852,1641
4854,627
4855,1319
4856,614
4857,763
4859,558
4860,175
4861,1127
4862,187
4863,189
4866,702
4868,744
4871,1055
4874,432
4881,448
4882,573
4885,275
4887,220
4888,926
4889,522
4890,415
4891,357
4892,458
4893,417
4894,317
4895,252
4896,2616
4900,164
4901,106
4903,88
4907,193
4908,198
4909,192
4910,1026
4911,191
4912,468
4913,1069
4915,1225
4916,359
4917,595
4918,492
4919,199
4920,385
4921,354
4922,2448
4923,295
4924,234
4925,256
4929,193
4930,656
4932,81
4934,182
4935,171
4937,54
4939,605
4940,46
4942,47
4943,46
4944,122
4945,46
4946,45
4948,1064
4950,234
4951,554
4952,179
4955,247
4956,289
4958,300
4959,340
4960,251
4961,505
4962,197
4964,239
4965,150
4968,132
4974,182
4977,136
4978,61
4981,126
4988,335
4992,550
4994,45
4995,45
4997,528
4998,140
4999,179
5000,115
5001,2193
5005,768
5006,134
5007,917
5010,138
5016,623
5017,359
5020,345
5024,669
5030,175
5034,733
5039,66
5045,91
5047,127
5048,199
5051,306
5053,381
5057,1463
5058,1496
5060,1524
5061,1516
5062,125
5067,1394
5073,132
5075,98
5077,31
5079,744
5080,799
5081,784
5082,788
5083,829
5085,908
5086,970
5087,1007
5089,87
5090,1066
5091,1053
5092,1138
5093,1107
5095,1327
5096,1321
5097,351
5098,1372
5099,436
5100,156
5101,177
5103,327
5105,355
5107,520
5108,349
5110,293
5111,528
5119,104
5122,1460
5123,1615
5124,1693
5125,1829
5126,248
5127,2232
5129,51
5131,74
5135,283
5136,98
5137,111
5138,116
5139,184
5141,137
5146,12
5149,629
5150,22
5156,55
5157,52
5160,62
5162,94
5164,823
5165,279
5166,880
5167,943
5172,301
5174,26
5177,555
5178,862
5179,927
5180,1014
5184,320
5185,90
5186,108
5190,596
5191,195
5192,609
5193,608
5195,78
5198,507
5200,345
5201,586
5202,289
5203,694
5204,261
5205,277
5206,818
5207,139
5212,906
5215,818
5217,922
5218,792
5219,94
5221,65
5223,707
5225,30
5226,63
5229,1070
5231,1376
5233,1029
5234,943
5235,895
5236,802
5242,742
5243,3
5244,369
5245,965
5247,235
5249,20
5251,203
5252,1642
5253,152
5254,131
5256,99
5258,24
5260,181
5263,1601
5266,29
5267,169
5268,169
5269,169
5271,1335
5273,1433
5281,929
5285,1429
5286,1400
5288,2417
5289,1955
5290,1422
5291,1047
5293,1935
5303,1949
5305,564
5306,502
5308,680
5309,763
5310,1074
5311,721
5312,745
5313,275
5314,317
5315,378
5316,218
5317,314
5318,386
5319,1411
5321,1090
5322,1100
5323,335
5324,422
5326,208
5327,184
5328,186
5329,171
5331,147
5334,617
5335,2156
5336,876
5337,957
5338,847
5339,861
5340,837
5341,2141
5342,831
5343,2627
5344,657
5345,857
5347,86
5348,94
5349,694
5350,730
5351,546
5352,571
5353,527
5354,562
5357,1189
5360,187
5367,930
5372,759
5373,730
5375,582
5376,608
5383,214
5389,1715
5399,215
5401,207
5416,135
5417,131
5422,580
5430,360
5432,117
